t,DeltaT_ref,DeltaT,T_max,T_min,T_avg,flow_pattern,phi_b_kWm3,soc,n_switches,iae_cumulative
0.0,0.000,0.0000,298.1500,298.1500,298.1500,J,51.05,1.0000,0,0.00
1.0,0.000,0.0000,298.1747,298.1747,298.1747,J,51.02,0.9986,0,0.00
2.0,0.000,0.0001,298.1994,298.1993,298.1994,J,50.99,0.9972,0,0.00
3.0,0.000,0.0002,298.2240,298.2238,298.2239,J,50.97,0.9958,0,0.00
4.0,0.000,0.0005,298.2485,298.2480,298.2484,J,50.94,0.9944,0,0.00
5.0,0.000,0.0008,298.2729,298.2722,298.2727,J,50.91,0.9931,0,0.00
6.0,0.000,0.0012,298.2973,298.2961,298.2969,J,50.89,0.9917,0,0.00
7.0,0.000,0.0016,298.3216,298.3200,298.3210,J,50.86,0.9903,0,0.00
8.0,0.000,0.0022,298.3458,298.3436,298.3451,J,50.84,0.9889,0,0.01
9.0,0.000,0.0028,298.3699,298.3671,298.3690,J,50.81,0.9875,0,0.01
10.0,0.000,0.0035,298.3939,298.3905,298.3928,J,50.79,0.9861,0,0.01
11.0,0.000,0.0042,298.4179,298.4137,298.4165,J,50.76,0.9847,0,0.02
12.0,0.000,0.0050,298.4418,298.4368,298.4401,J,50.74,0.9833,0,0.02
13.0,0.000,0.0059,298.4656,298.4597,298.4636,J,50.71,0.9819,0,0.03
14.0,0.000,0.0069,298.4894,298.4825,298.4871,J,50.69,0.9806,0,0.03
15.0,0.000,0.0079,298.5131,298.5051,298.5104,J,50.67,0.9792,0,0.04
16.0,0.000,0.0090,298.5366,298.5276,298.5336,J,50.64,0.9778,0,0.05
17.0,0.000,0.0102,298.5602,298.5500,298.5567,J,50.62,0.9764,0,0.06
18.0,0.000,0.0114,298.5836,298.5722,298.5797,J,50.60,0.9750,0,0.07
19.0,0.000,0.0127,298.6070,298.5942,298.6027,J,50.57,0.9736,0,0.09
20.0,0.000,0.0141,298.6303,298.6162,298.6255,J,50.55,0.9722,0,0.10
21.0,0.000,0.0156,298.6535,298.6380,298.6482,J,50.53,0.9708,0,0.12
22.0,0.000,0.0171,298.6767,298.6596,298.6709,J,50.51,0.9694,0,0.13
23.0,0.000,0.0186,298.6998,298.6811,298.6934,J,50.49,0.9681,0,0.15
24.0,0.000,0.0203,298.7228,298.7025,298.7159,J,50.46,0.9667,0,0.17
25.0,0.000,0.0219,298.7457,298.7238,298.7383,J,50.44,0.9653,0,0.19
26.0,0.000,0.0237,298.7686,298.7449,298.7605,J,50.42,0.9639,0,0.22
27.0,0.000,0.0255,298.7914,298.7658,298.7827,J,50.40,0.9625,0,0.24
28.0,0.000,0.0274,298.8141,298.7867,298.8048,J,50.38,0.9611,0,0.27
29.0,0.000,0.0293,298.8368,298.8074,298.8268,J,50.36,0.9597,0,0.30
30.0,0.000,0.0313,298.8593,298.8280,298.8487,J,50.34,0.9583,0,0.33
31.0,0.000,0.0334,298.8819,298.8485,298.8705,J,50.32,0.9569,0,0.36
32.0,0.000,0.0355,298.9043,298.8688,298.8922,J,50.30,0.9556,0,0.40
33.0,0.000,0.0377,298.9267,298.8890,298.9138,J,50.28,0.9542,0,0.44
34.0,0.000,0.0399,298.9490,298.9091,298.9354,J,50.26,0.9528,0,0.48
35.0,0.000,0.0422,298.9712,298.9290,298.9568,J,50.24,0.9514,0,0.52
36.0,0.000,0.0445,298.9934,298.9488,298.9782,J,50.23,0.9500,0,0.56
37.0,0.000,0.0469,299.0155,298.9685,298.9995,J,50.21,0.9486,0,0.61
38.0,0.000,0.0494,299.0375,298.9881,299.0206,J,50.19,0.9472,0,0.66
39.0,0.000,0.0519,299.0595,299.0076,299.0417,J,50.17,0.9458,0,0.71
40.0,0.000,0.0545,299.0814,299.0269,299.0628,J,50.15,0.9444,0,0.77
41.0,0.000,0.0571,299.1032,299.0461,299.0837,J,50.14,0.9431,0,0.82
42.0,0.000,0.0598,299.1250,299.0652,299.1045,J,50.12,0.9417,0,0.88
43.0,0.000,0.0625,299.1467,299.0842,299.1253,J,50.10,0.9403,0,0.95
44.0,0.000,0.0653,299.1683,299.1031,299.1459,J,50.09,0.9389,0,1.01
45.0,0.000,0.0681,299.1899,299.1218,299.1665,J,50.07,0.9375,0,1.08
46.0,0.000,0.0710,299.2114,299.1404,299.1870,J,50.05,0.9361,0,1.15
47.0,0.000,0.0739,299.2328,299.1589,299.2074,J,50.04,0.9347,0,1.22
48.0,0.000,0.0769,299.2542,299.1773,299.2278,J,50.02,0.9333,0,1.30
49.0,0.000,0.0799,299.2755,299.1956,299.2480,J,50.01,0.9319,0,1.38
50.0,0.000,0.0830,299.2967,299.2138,299.2682,J,49.99,0.9306,0,1.46
51.0,0.000,0.0861,299.3179,299.2318,299.2883,J,49.97,0.9292,0,1.55
52.0,0.000,0.0893,299.3390,299.2498,299.3083,J,49.96,0.9278,0,1.64
53.0,0.000,0.0925,299.3601,299.2676,299.3282,J,49.95,0.9264,0,1.73
54.0,0.000,0.0958,299.3811,299.2853,299.3481,J,49.93,0.9250,0,1.83
55.0,0.000,0.0991,299.4020,299.3029,299.3678,J,49.92,0.9236,0,1.93
56.0,0.000,0.1024,299.4229,299.3204,299.3875,J,49.90,0.9222,0,2.03
57.0,0.000,0.1058,299.4437,299.3378,299.4071,J,49.89,0.9208,0,2.14
58.0,0.000,0.1093,299.4644,299.3551,299.4267,J,49.88,0.9194,0,2.24
59.0,0.000,0.1128,299.4851,299.3723,299.4461,J,49.86,0.9181,0,2.36
60.0,0.000,0.1163,299.5057,299.3894,299.4655,J,49.85,0.9167,0,2.47
61.0,0.000,0.1199,299.5263,299.4063,299.4848,J,49.84,0.9153,0,2.59
62.0,0.000,0.1235,299.5467,299.4232,299.5040,J,49.82,0.9139,0,2.72
63.0,0.000,0.1272,299.5672,299.4400,299.5231,J,49.81,0.9125,0,2.84
64.0,0.000,0.1309,299.5875,299.4566,299.5422,J,49.80,0.9111,0,2.98
65.0,0.000,0.1347,299.6079,299.4732,299.5612,J,49.79,0.9097,0,3.11
66.0,0.000,0.1385,299.6281,299.4897,299.5801,J,49.78,0.9083,0,3.25
67.0,0.000,0.1423,299.6483,299.5060,299.5989,J,49.76,0.9069,0,3.39
68.0,0.000,0.1462,299.6684,299.5223,299.6177,J,49.75,0.9056,0,3.54
69.0,0.000,0.1501,299.6885,299.5384,299.6364,J,49.74,0.9042,0,3.69
70.0,0.000,0.1540,299.7085,299.5545,299.6550,J,49.73,0.9028,0,3.84
71.0,0.000,0.1580,299.7285,299.5705,299.6735,J,49.72,0.9014,0,4.00
72.0,0.000,0.1620,299.7484,299.5863,299.6920,J,49.71,0.9000,0,4.16
73.0,0.000,0.1661,299.7682,299.6021,299.7104,J,49.70,0.8986,0,4.33
74.0,0.000,0.1702,299.7880,299.6178,299.7287,J,49.69,0.8972,0,4.50
75.0,0.000,0.1744,299.8077,299.6333,299.7469,J,49.68,0.8958,0,4.67
76.0,0.000,0.1785,299.8274,299.6488,299.7651,J,49.67,0.8944,0,4.85
77.0,0.000,0.1828,299.8470,299.6642,299.7832,J,49.66,0.8931,0,5.03
78.0,0.000,0.1870,299.8665,299.6795,299.8013,J,49.65,0.8917,0,5.22
79.0,0.000,0.1913,299.8860,299.6947,299.8192,J,49.64,0.8903,0,5.41
80.0,0.000,0.1956,299.9055,299.7098,299.8371,J,49.63,0.8889,0,5.61
81.0,0.000,0.2000,299.9248,299.7249,299.8549,J,49.62,0.8875,0,5.81
82.0,0.000,0.2044,299.9442,299.7398,299.8727,J,49.62,0.8861,0,6.01
83.0,0.000,0.2088,299.9634,299.7546,299.8904,J,49.61,0.8847,0,6.22
84.0,0.000,0.2133,299.9827,299.7694,299.9080,J,49.60,0.8833,0,6.43
85.0,0.000,0.2178,300.0018,299.7841,299.9255,J,49.59,0.8819,0,6.65
86.0,0.000,0.2223,300.0209,299.7986,299.9430,J,49.58,0.8806,0,6.87
87.0,0.000,0.2269,300.0400,299.8131,299.9604,J,49.58,0.8792,0,7.10
88.0,0.000,0.2315,300.0590,299.8275,299.9778,J,49.57,0.8778,0,7.33
89.0,0.000,0.2361,300.0779,299.8418,299.9950,J,49.56,0.8764,0,7.57
90.0,0.000,0.2407,300.0968,299.8561,300.0123,J,49.56,0.8750,0,7.81
91.0,0.000,0.2454,300.1156,299.8702,300.0294,J,49.55,0.8736,0,8.05
92.0,0.000,0.2501,300.1344,299.8843,300.0465,J,49.54,0.8722,0,8.30
93.0,0.000,0.2549,300.1531,299.8983,300.0635,J,49.54,0.8708,0,8.56
94.0,0.000,0.2597,300.1718,299.9122,300.0804,J,49.53,0.8694,0,8.82
95.0,0.000,0.2645,300.1904,299.9260,300.0973,J,49.53,0.8681,0,9.08
96.0,0.000,0.2693,300.2090,299.9397,300.1141,J,49.52,0.8667,0,9.35
97.0,0.000,0.2742,300.2275,299.9533,300.1309,J,49.51,0.8653,0,9.63
98.0,0.000,0.2791,300.2460,299.9669,300.1476,J,49.51,0.8639,0,9.91
99.0,0.000,0.2840,300.2644,299.9804,300.1642,J,49.50,0.8625,0,10.19
100.0,0.000,0.2890,300.2828,299.9938,300.1808,J,49.50,0.8611,0,10.48
101.0,0.000,0.2939,300.3011,300.0071,300.1973,J,49.49,0.8597,0,10.77
102.0,0.000,0.2989,300.3193,300.0204,300.2137,J,49.49,0.8583,0,11.07
103.0,0.000,0.3040,300.3375,300.0336,300.2301,U,49.49,0.8569,1,11.38
104.0,0.000,0.2965,300.3508,300.0543,300.2479,U,49.48,0.8556,1,11.67
105.0,0.000,0.2890,300.3640,300.0750,300.2657,U,49.48,0.8542,1,11.96
106.0,0.000,0.2814,300.3771,300.0957,300.2834,U,49.47,0.8528,1,12.24
107.0,0.000,0.2739,300.3902,300.1164,300.3011,U,49.47,0.8514,1,12.52
108.0,0.000,0.2663,300.4032,300.1370,300.3187,U,49.47,0.8500,1,12.78
109.0,0.000,0.2586,300.4162,300.1575,300.3362,U,49.46,0.8486,1,13.04
110.0,0.000,0.2510,300.4291,300.1781,300.3538,U,49.46,0.8472,1,13.29
111.0,0.000,0.2436,300.4422,300.1986,300.3712,U,49.46,0.8458,1,13.54
112.0,0.000,0.2401,300.4591,300.2190,300.3886,U,49.46,0.8444,1,13.78
113.0,0.000,0.2365,300.4759,300.2394,300.4060,U,49.45,0.8431,1,14.01
114.0,0.000,0.2329,300.4927,300.2598,300.4233,U,49.45,0.8417,1,14.25
115.0,0.000,0.2293,300.5094,300.2802,300.4406,U,49.45,0.8403,1,14.47
116.0,0.000,0.2256,300.5261,300.3005,300.4578,U,49.45,0.8389,1,14.70
117.0,0.000,0.2220,300.5427,300.3207,300.4749,U,49.45,0.8375,1,14.92
118.0,0.000,0.2183,300.5593,300.3410,300.4920,U,49.44,0.8361,1,15.14
119.0,0.000,0.2146,300.5758,300.3612,300.5091,U,49.44,0.8347,1,15.36
120.0,0.000,0.2109,300.5923,300.3813,300.5261,U,49.44,0.8333,1,15.57
121.0,0.000,0.2072,300.6087,300.4015,300.5431,U,49.44,0.8319,1,15.77
122.0,0.000,0.2035,300.6250,300.4215,300.5600,U,49.44,0.8306,1,15.98
123.0,0.000,0.1998,300.6414,300.4416,300.5769,U,49.44,0.8292,1,16.18
124.0,0.000,0.1960,300.6576,300.4616,300.5937,U,49.44,0.8278,1,16.37
125.0,0.000,0.1922,300.6738,300.4816,300.6105,U,49.44,0.8264,1,16.56
126.0,0.000,0.1884,300.6900,300.5016,300.6272,U,49.44,0.8250,1,16.75
127.0,0.000,0.1846,300.7061,300.5215,300.6439,U,49.44,0.8236,1,16.94
128.0,0.000,0.1808,300.7222,300.5414,300.6605,U,49.44,0.8222,1,17.12
129.0,0.000,0.1770,300.7382,300.5612,300.6771,U,49.44,0.8208,1,17.30
130.0,0.000,0.1731,300.7542,300.5810,300.6936,U,49.44,0.8194,1,17.47
131.0,0.000,0.1693,300.7701,300.6008,300.7101,U,49.44,0.8181,1,17.64
132.0,0.000,0.1654,300.7859,300.6205,300.7266,U,49.44,0.8167,1,17.80
133.0,0.000,0.1615,300.8018,300.6402,300.7430,U,49.44,0.8153,1,17.97
134.0,0.000,0.1576,300.8175,300.6599,300.7593,U,49.44,0.8139,1,18.12
135.0,0.000,0.1537,300.8332,300.6796,300.7756,U,49.44,0.8125,1,18.28
136.0,0.000,0.1498,300.8489,300.6992,300.7919,U,49.44,0.8111,1,18.43
137.0,0.000,0.1458,300.8645,300.7187,300.8081,U,49.44,0.8097,1,18.57
138.0,0.000,0.1419,300.8801,300.7383,300.8243,U,49.44,0.8083,1,18.71
139.0,0.000,0.1379,300.8957,300.7578,300.8404,U,49.45,0.8069,1,18.85
140.0,0.000,0.1339,300.9111,300.7772,300.8565,U,49.45,0.8056,1,18.99
141.0,0.000,0.1299,300.9266,300.7967,300.8726,U,49.45,0.8042,1,19.12
142.0,0.000,0.1319,300.9420,300.8101,300.8886,U,49.45,0.8028,1,19.25
143.0,0.000,0.1363,300.9573,300.8211,300.9045,U,49.45,0.8014,1,19.38
144.0,0.000,0.1406,300.9726,300.8320,300.9204,U,49.46,0.8000,1,19.52
145.0,0.000,0.1450,300.9879,300.8429,300.9363,U,49.46,0.7986,1,19.67
146.0,0.000,0.1493,301.0031,300.8537,300.9521,U,49.46,0.7972,1,19.82
147.0,0.000,0.1544,301.0189,300.8645,300.9679,U,49.46,0.7958,1,19.97
148.0,0.000,0.1598,301.0351,300.8753,300.9836,U,49.47,0.7944,1,20.13
149.0,0.000,0.1657,301.0517,300.8860,300.9993,U,49.47,0.7931,1,20.30
150.0,0.000,0.1716,301.0683,300.8966,301.0150,U,49.47,0.7917,1,20.47
151.0,0.000,0.1784,301.0856,300.9072,301.0306,U,49.48,0.7903,1,20.65
152.0,0.000,0.1851,301.1029,300.9178,301.0462,U,49.48,0.7889,1,20.83
153.0,0.000,0.1918,301.1201,300.9283,301.0617,U,49.48,0.7875,1,21.03
154.0,0.000,0.1986,301.1373,300.9387,301.0772,U,49.49,0.7861,1,21.22
155.0,0.000,0.2053,301.1545,300.9491,301.0926,U,49.49,0.7847,1,21.43
156.0,0.000,0.2121,301.1716,300.9595,301.1080,U,49.49,0.7833,1,21.64
157.0,0.000,0.2191,301.1889,300.9698,301.1234,U,49.50,0.7819,1,21.86
158.0,0.000,0.2268,301.2069,300.9801,301.1387,U,49.50,0.7806,1,22.09
159.0,0.000,0.2345,301.2248,300.9903,301.1540,U,49.51,0.7792,1,22.32
160.0,0.000,0.2422,301.2427,301.0004,301.1692,U,49.51,0.7778,1,22.56
161.0,0.000,0.2500,301.2605,301.0106,301.1844,U,49.51,0.7764,1,22.81
162.0,0.000,0.2577,301.2783,301.0206,301.1996,U,49.52,0.7750,1,23.07
163.0,0.000,0.2655,301.2961,301.0307,301.2147,U,49.52,0.7736,1,23.34
164.0,0.000,0.2732,301.3139,301.0407,301.2298,U,49.53,0.7722,1,23.61
165.0,0.000,0.2810,301.3316,301.0506,301.2448,U,49.53,0.7708,1,23.89
166.0,0.000,0.2888,301.3493,301.0605,301.2598,U,49.54,0.7694,1,24.18
167.0,0.000,0.2966,301.3669,301.0703,301.2748,U,49.54,0.7681,1,24.48
168.0,0.000,0.3044,301.3846,301.0802,301.2897,J,49.55,0.7667,2,24.78
169.0,0.000,0.2963,301.3945,301.0982,301.3029,J,49.55,0.7653,2,25.08
170.0,0.000,0.2881,301.4044,301.1163,301.3160,J,49.56,0.7639,2,25.37
171.0,0.000,0.2799,301.4143,301.1343,301.3291,J,49.56,0.7625,2,25.65
172.0,0.000,0.2718,301.4241,301.1523,301.3422,J,49.57,0.7611,2,25.92
173.0,0.000,0.2636,301.4339,301.1703,301.3553,J,49.58,0.7597,2,26.18
174.0,0.000,0.2554,301.4436,301.1882,301.3683,J,49.58,0.7583,2,26.44
175.0,0.000,0.2472,301.4533,301.2061,301.3812,J,49.59,0.7569,2,26.68
176.0,0.000,0.2403,301.4643,301.2239,301.3941,J,49.59,0.7556,2,26.92
177.0,0.000,0.2336,301.4753,301.2418,301.4070,J,49.60,0.7542,2,27.16
178.0,0.000,0.2268,301.4864,301.2595,301.4199,J,49.61,0.7528,2,27.38
179.0,0.000,0.2201,301.4974,301.2773,301.4327,J,49.61,0.7514,2,27.60
180.0,0.000,0.2133,301.5083,301.2950,301.4455,J,49.62,0.7500,2,27.82
181.0,0.000,0.2066,301.5193,301.3127,301.4582,J,49.62,0.7486,2,28.02
182.0,0.000,0.2010,301.5313,301.3303,301.4709,J,49.63,0.7472,2,28.23
183.0,0.000,0.1953,301.5433,301.3480,301.4836,J,49.64,0.7458,2,28.42
184.0,0.000,0.1904,301.5560,301.3656,301.4962,J,49.64,0.7444,2,28.61
185.0,0.000,0.1861,301.5692,301.3831,301.5088,J,49.65,0.7431,2,28.80
186.0,0.000,0.1825,301.5831,301.4006,301.5214,J,49.66,0.7417,2,28.98
187.0,0.000,0.1849,301.5970,301.4121,301.5339,J,49.66,0.7403,2,29.16
188.0,0.000,0.1936,301.6109,301.4173,301.5464,J,49.67,0.7389,2,29.36
189.0,0.000,0.2023,301.6247,301.4224,301.5588,J,49.68,0.7375,2,29.56
190.0,0.000,0.2110,301.6385,301.4275,301.5712,J,49.69,0.7361,2,29.77
191.0,0.000,0.2196,301.6522,301.4326,301.5836,J,49.69,0.7347,2,29.99
192.0,0.000,0.2283,301.6659,301.4376,301.5960,J,49.70,0.7333,2,30.22
193.0,0.000,0.2369,301.6796,301.4427,301.6083,J,49.71,0.7319,2,30.46
194.0,0.000,0.2455,301.6932,301.4477,301.6206,J,49.72,0.7306,2,30.70
195.0,0.000,0.2541,301.7068,301.4527,301.6328,J,49.72,0.7292,2,30.96
196.0,0.000,0.2627,301.7204,301.4577,301.6450,J,49.73,0.7278,2,31.22
197.0,0.000,0.2713,301.7339,301.4626,301.6572,J,49.74,0.7264,2,31.49
198.0,0.000,0.2798,301.7474,301.4675,301.6693,J,49.75,0.7250,2,31.77
199.0,0.000,0.2884,301.7608,301.4724,301.6814,J,49.75,0.7236,2,32.06
200.0,0.000,0.2969,301.7742,301.4773,301.6935,J,49.76,0.7222,2,32.35
201.0,0.000,0.3054,301.7876,301.4822,301.7055,U,49.77,0.7208,3,32.66
202.0,0.000,0.2999,301.8005,301.5006,301.7192,U,49.78,0.7194,3,32.96
203.0,0.000,0.2944,301.8134,301.5190,301.7328,U,49.79,0.7181,3,33.25
204.0,0.000,0.2889,301.8262,301.5373,301.7464,U,49.79,0.7167,3,33.54
205.0,0.000,0.2834,301.8390,301.5556,301.7600,U,49.80,0.7153,3,33.83
206.0,0.000,0.2779,301.8518,301.5739,301.7735,U,49.81,0.7139,3,34.10
207.0,0.000,0.2723,301.8645,301.5922,301.7870,U,49.82,0.7125,3,34.38
208.0,0.000,0.2668,301.8772,301.6104,301.8005,U,49.83,0.7111,3,34.64
209.0,0.000,0.2612,301.8898,301.6286,301.8139,U,49.84,0.7097,3,34.91
210.0,0.000,0.2557,301.9024,301.6468,301.8274,U,49.84,0.7083,3,35.16
211.0,0.000,0.2501,301.9150,301.6649,301.8407,U,49.85,0.7069,3,35.41
212.0,0.000,0.2445,301.9276,301.6830,301.8541,U,49.86,0.7056,3,35.66
213.0,0.000,0.2389,301.9401,301.7011,301.8674,U,49.87,0.7042,3,35.89
214.0,0.000,0.2334,301.9526,301.7192,301.8807,U,49.88,0.7028,3,36.13
215.0,0.000,0.2278,301.9650,301.7372,301.8939,U,49.89,0.7014,3,36.36
216.0,0.000,0.2222,301.9774,301.7552,301.9071,U,49.90,0.7000,3,36.58
217.0,0.000,0.2212,301.9898,301.7686,301.9203,U,49.91,0.6986,3,36.80
218.0,0.000,0.2272,302.0024,301.7752,301.9334,U,49.91,0.6972,3,37.03
219.0,0.000,0.2339,302.0157,301.7818,301.9466,U,49.92,0.6958,3,37.26
220.0,0.000,0.2414,302.0297,301.7883,301.9597,U,49.93,0.6944,3,37.50
221.0,0.000,0.2492,302.0440,301.7948,301.9727,U,49.94,0.6931,3,37.75
222.0,0.000,0.2570,302.0583,301.8013,301.9857,U,49.95,0.6917,3,38.01
223.0,0.000,0.2649,302.0727,301.8078,301.9987,U,49.96,0.6903,3,38.27
224.0,0.000,0.2737,302.0879,301.8142,302.0117,U,49.97,0.6889,3,38.55
225.0,0.000,0.2826,302.1032,301.8206,302.0246,U,49.98,0.6875,3,38.83
226.0,0.000,0.2914,302.1184,301.8270,302.0375,U,49.99,0.6861,3,39.12
227.0,0.000,0.3002,302.1335,301.8333,302.0504,J,50.00,0.6847,4,39.42
228.0,0.000,0.2920,302.1422,301.8502,302.0613,J,50.01,0.6833,4,39.71
229.0,0.000,0.2838,302.1508,301.8669,302.0721,J,50.02,0.6819,4,40.00
230.0,0.000,0.2757,302.1594,301.8837,302.0829,J,50.03,0.6806,4,40.27
231.0,0.000,0.2685,302.1689,301.9004,302.0936,J,50.03,0.6792,4,40.54
232.0,0.000,0.2617,302.1788,301.9171,302.1044,J,50.04,0.6778,4,40.80
233.0,0.000,0.2549,302.1886,301.9337,302.1151,J,50.05,0.6764,4,41.06
234.0,0.000,0.2489,302.1993,301.9503,302.1258,J,50.06,0.6750,4,41.31
235.0,0.000,0.2438,302.2108,301.9669,302.1364,J,50.07,0.6736,4,41.55
236.0,0.000,0.2520,302.2230,301.9711,302.1470,J,50.08,0.6722,4,41.80
237.0,0.000,0.2620,302.2352,301.9732,302.1576,J,50.09,0.6708,4,42.06
238.0,0.000,0.2721,302.2474,301.9753,302.1682,J,50.10,0.6694,4,42.34
239.0,0.000,0.2821,302.2596,301.9775,302.1788,J,50.11,0.6681,4,42.62
240.0,0.000,0.2921,302.2717,301.9796,302.1893,J,50.12,0.6667,4,42.91
241.0,0.000,0.3020,302.2838,301.9817,302.1998,U,50.13,0.6653,5,43.21
242.0,0.000,0.2959,302.2953,301.9994,302.2122,U,50.14,0.6639,5,43.51
243.0,0.000,0.2897,302.3068,302.0171,302.2246,U,50.15,0.6625,5,43.80
244.0,0.000,0.2835,302.3183,302.0348,302.2369,U,50.16,0.6611,5,44.08
245.0,0.000,0.2773,302.3298,302.0524,302.2493,U,50.17,0.6597,5,44.36
246.0,0.000,0.2712,302.3412,302.0700,302.2616,U,50.18,0.6583,5,44.63
247.0,0.000,0.2650,302.3526,302.0876,302.2739,U,50.19,0.6569,5,44.89
248.0,0.000,0.2617,302.3639,302.1023,302.2861,U,50.20,0.6556,5,45.16
249.0,0.000,0.2689,302.3763,302.1074,302.2983,U,50.21,0.6542,5,45.43
250.0,0.000,0.2767,302.3892,302.1125,302.3105,U,50.22,0.6528,5,45.70
251.0,0.000,0.2852,302.4027,302.1176,302.3227,U,50.23,0.6514,5,45.99
