t,DeltaT_ref,DeltaT,T_max,T_min,T_avg,flow_pattern,phi_b_kWm3,soc,n_switches,iae_cumulative
0.0,0.000,0.0000,298.1500,298.1500,298.1500,U,11.68,1.0000,1,0.00
1.0,0.000,0.0000,298.1557,298.1557,298.1557,U,11.67,0.9994,1,0.00
2.0,0.000,0.0000,298.1613,298.1613,298.1613,U,11.67,0.9989,1,0.00
3.0,0.000,0.0001,298.1669,298.1669,298.1669,U,11.67,0.9983,1,0.00
4.0,0.000,0.0001,298.1726,298.1725,298.1725,U,11.67,0.9978,1,0.00
5.0,0.000,0.0002,298.1782,298.1780,298.1781,U,11.67,0.9972,1,0.00
6.0,0.000,0.0003,298.1838,298.1835,298.1837,U,11.67,0.9967,1,0.00
7.0,0.000,0.0004,298.1894,298.1890,298.1893,U,11.66,0.9961,1,0.00
8.0,0.000,0.0005,298.1950,298.1945,298.1948,U,11.66,0.9956,1,0.00
9.0,0.000,0.0006,298.2006,298.1999,298.2003,U,11.66,0.9950,1,0.00
10.0,0.000,0.0008,298.2061,298.2053,298.2058,U,11.66,0.9944,1,0.00
11.0,0.000,0.0010,298.2117,298.2107,298.2113,U,11.66,0.9939,1,0.00
12.0,0.000,0.0011,298.2172,298.2161,298.2168,U,11.66,0.9933,1,0.01
13.0,0.000,0.0014,298.2228,298.2214,298.2222,U,11.65,0.9928,1,0.01
14.0,0.000,0.0016,298.2283,298.2267,298.2277,U,11.65,0.9922,1,0.01
15.0,0.000,0.0018,298.2338,298.2320,298.2331,U,11.65,0.9917,1,0.01
16.0,0.000,0.0021,298.2393,298.2372,298.2385,U,11.65,0.9911,1,0.01
17.0,0.000,0.0023,298.2448,298.2425,298.2439,U,11.65,0.9906,1,0.01
18.0,0.000,0.0026,298.2503,298.2476,298.2493,U,11.65,0.9900,1,0.02
19.0,0.000,0.0029,298.2557,298.2528,298.2546,U,11.64,0.9894,1,0.02
20.0,0.000,0.0032,298.2612,298.2580,298.2600,U,11.64,0.9889,1,0.02
21.0,0.000,0.0036,298.2667,298.2631,298.2653,U,11.64,0.9883,1,0.03
22.0,0.000,0.0039,298.2721,298.2682,298.2706,U,11.64,0.9878,1,0.03
23.0,0.000,0.0043,298.2775,298.2732,298.2759,U,11.64,0.9872,1,0.03
24.0,0.000,0.0047,298.2829,298.2783,298.2811,U,11.64,0.9867,1,0.04
25.0,0.000,0.0051,298.2884,298.2833,298.2864,U,11.64,0.9861,1,0.04
26.0,0.000,0.0055,298.2938,298.2883,298.2916,U,11.63,0.9856,1,0.05
27.0,0.000,0.0059,298.2991,298.2932,298.2969,U,11.63,0.9850,1,0.06
28.0,0.000,0.0063,298.3045,298.2982,298.3021,U,11.63,0.9844,1,0.06
29.0,0.000,0.0068,298.3099,298.3031,298.3073,U,11.63,0.9839,1,0.07
30.0,0.000,0.0073,298.3153,298.3080,298.3125,U,11.63,0.9833,1,0.08
31.0,0.000,0.0077,298.3206,298.3129,298.3176,U,11.63,0.9828,1,0.08
32.0,0.000,0.0082,298.3259,298.3177,298.3228,U,11.62,0.9822,1,0.09
33.0,0.000,0.0088,298.3313,298.3225,298.3279,U,11.62,0.9817,1,0.10
34.0,0.000,0.0093,298.3366,298.3273,298.3330,U,11.62,0.9811,1,0.11
35.0,0.000,0.0098,298.3419,298.3321,298.3381,U,11.62,0.9806,1,0.12
36.0,0.000,0.0104,298.3472,298.3368,298.3432,U,11.62,0.9800,1,0.13
37.0,0.000,0.0109,298.3525,298.3416,298.3483,U,11.62,0.9794,1,0.14
38.0,0.000,0.0115,298.3578,298.3463,298.3533,U,11.62,0.9789,1,0.15
39.0,0.000,0.0121,298.3630,298.3509,298.3583,U,11.61,0.9783,1,0.17
40.0,0.000,0.0127,298.3683,298.3556,298.3634,U,11.61,0.9778,1,0.18
41.0,0.000,0.0133,298.3736,298.3602,298.3684,U,11.61,0.9772,1,0.19
42.0,0.000,0.0140,298.3788,298.3648,298.3734,U,11.61,0.9767,1,0.21
43.0,0.000,0.0146,298.3840,298.3694,298.3783,U,11.61,0.9761,1,0.22
44.0,0.000,0.0153,298.3892,298.3740,298.3833,U,11.61,0.9756,1,0.24
45.0,0.000,0.0160,298.3945,298.3785,298.3882,U,11.61,0.9750,1,0.25
46.0,0.000,0.0167,298.3997,298.3830,298.3932,U,11.60,0.9744,1,0.27
47.0,0.000,0.0174,298.4049,298.3875,298.3981,U,11.60,0.9739,1,0.28
48.0,0.000,0.0181,298.4100,298.3920,298.4030,U,11.60,0.9733,1,0.30
49.0,0.000,0.0188,298.4152,298.3964,298.4079,U,11.60,0.9728,1,0.32
50.0,0.000,0.0195,298.4204,298.4008,298.4128,U,11.60,0.9722,1,0.34
51.0,0.000,0.0203,298.4255,298.4052,298.4176,U,11.60,0.9717,1,0.36
52.0,0.000,0.0211,298.4307,298.4096,298.4224,U,11.60,0.9711,1,0.38
53.0,0.000,0.0218,298.4358,298.4140,298.4273,U,11.59,0.9706,1,0.40
54.0,0.000,0.0226,298.4409,298.4183,298.4321,U,11.59,0.9700,1,0.43
55.0,0.000,0.0234,298.4460,298.4226,298.4369,U,11.59,0.9694,1,0.45
56.0,0.000,0.0242,298.4511,298.4269,298.4417,U,11.59,0.9689,1,0.47
57.0,0.000,0.0251,298.4562,298.4312,298.4464,U,11.59,0.9683,1,0.50
58.0,0.000,0.0259,298.4613,298.4354,298.4512,U,11.59,0.9678,1,0.53
59.0,0.000,0.0267,298.4664,298.4397,298.4559,U,11.59,0.9672,1,0.55
60.0,0.000,0.0276,298.4715,298.4439,298.4607,U,11.58,0.9667,1,0.58
61.0,0.000,0.0285,298.4765,298.4481,298.4654,U,11.58,0.9661,1,0.61
62.0,0.000,0.0294,298.4816,298.4522,298.4701,U,11.58,0.9656,1,0.64
63.0,0.000,0.0302,298.4866,298.4564,298.4747,U,11.58,0.9650,1,0.67
64.0,0.000,0.0312,298.4916,298.4605,298.4794,U,11.58,0.9644,1,0.70
65.0,0.000,0.0321,298.4967,298.4646,298.4841,U,11.58,0.9639,1,0.73
66.0,0.000,0.0330,298.5017,298.4687,298.4887,U,11.58,0.9633,1,0.76
67.0,0.000,0.0339,298.5067,298.4727,298.4933,U,11.58,0.9628,1,0.80
68.0,0.000,0.0349,298.5117,298.4768,298.4979,U,11.57,0.9622,1,0.83
69.0,0.000,0.0358,298.5166,298.4808,298.5025,U,11.57,0.9617,1,0.87
70.0,0.000,0.0368,298.5216,298.4848,298.5071,U,11.57,0.9611,1,0.91
71.0,0.000,0.0378,298.5266,298.4888,298.5117,U,11.57,0.9606,1,0.94
72.0,0.000,0.0388,298.5315,298.4927,298.5163,U,11.57,0.9600,1,0.98
73.0,0.000,0.0398,298.5365,298.4967,298.5208,U,11.57,0.9594,1,1.02
74.0,0.000,0.0408,298.5414,298.5006,298.5253,U,11.57,0.9589,1,1.06
75.0,0.000,0.0418,298.5463,298.5045,298.5299,U,11.56,0.9583,1,1.10
76.0,0.000,0.0429,298.5513,298.5084,298.5344,U,11.56,0.9578,1,1.15
77.0,0.000,0.0439,298.5562,298.5123,298.5388,U,11.56,0.9572,1,1.19
78.0,0.000,0.0450,298.5611,298.5161,298.5433,U,11.56,0.9567,1,1.24
79.0,0.000,0.0460,298.5660,298.5199,298.5478,U,11.56,0.9561,1,1.28
80.0,0.000,0.0471,298.5708,298.5237,298.5522,U,11.56,0.9556,1,1.33
81.0,0.000,0.0482,298.5757,298.5275,298.5567,U,11.56,0.9550,1,1.38
82.0,0.000,0.0493,298.5806,298.5313,298.5611,U,11.56,0.9544,1,1.43
83.0,0.000,0.0504,298.5854,298.5350,298.5655,U,11.56,0.9539,1,1.48
84.0,0.000,0.0515,298.5903,298.5388,298.5699,U,11.55,0.9533,1,1.53
85.0,0.000,0.0526,298.5951,298.5425,298.5743,U,11.55,0.9528,1,1.58
86.0,0.000,0.0538,298.5999,298.5462,298.5786,U,11.55,0.9522,1,1.64
87.0,0.000,0.0549,298.6048,298.5498,298.5830,U,11.55,0.9517,1,1.69
88.0,0.000,0.0561,298.6096,298.5535,298.5873,U,11.55,0.9511,1,1.75
89.0,0.000,0.0572,298.6144,298.5571,298.5917,U,11.55,0.9506,1,1.80
90.0,0.000,0.0584,298.6192,298.5608,298.5960,U,11.55,0.9500,1,1.86
