time,omega_ref,omega_b,phi,omega_t,error,iae_cumulative
0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5.000,20.0000,0.0000,0.0000,25.0000,20.0000,2.0000
5.100,20.0000,0.4701,2.4636,25.0000,19.5299,3.9530
5.200,20.0000,2.2719,4.8793,25.0000,17.7281,5.7258
5.300,20.0000,2.1080,7.1645,25.0000,17.8920,7.5150
5.400,20.0000,2.4802,9.4398,25.0000,17.5198,9.2670
5.500,20.0000,3.4121,11.6497,25.0000,16.5879,10.9258
5.600,20.0000,4.8553,13.7402,25.0000,15.1447,12.4402
5.700,20.0000,6.7344,15.6641,25.0000,13.2656,13.7668
5.800,20.0000,8.9818,17.3811,25.0000,11.0182,14.8686
5.900,20.0000,11.5336,18.8576,25.0000,8.4664,15.7153
6.000,20.0000,14.3234,20.0664,25.0000,5.6766,16.2829
6.100,20.0000,17.2817,20.9873,25.0000,2.7183,16.5548
6.200,20.0000,20.3370,21.6068,15.0000,-0.3370,16.5885
6.300,20.0000,23.0406,20.9361,15.0000,-3.0406,16.8925
6.400,20.0000,25.4907,20.0072,15.0000,-5.4907,17.4416
6.500,20.0000,27.6382,18.8481,15.0000,-7.6382,18.2054
6.600,20.0000,29.4426,17.4910,15.0000,-9.4426,19.1497
6.700,20.0000,30.8718,15.9721,15.0000,-10.8718,20.2368
6.800,20.0000,31.9036,14.3299,15.0000,-11.9036,21.4272
6.900,20.0000,32.5248,12.6051,15.0000,-12.5248,22.6797
7.000,20.0000,32.7324,10.8388,15.0000,-12.7324,23.9529
7.100,20.0000,32.5324,9.0722,15.0000,-12.5324,25.2062
7.200,20.0000,31.9402,7.3454,15.0000,-11.9402,26.4002
7.300,20.0000,30.9795,5.6965,15.0000,-10.9795,27.4981
7.400,20.0000,29.6819,4.1607,15.0000,-9.6819,28.4663
7.500,20.0000,28.0856,2.7701,15.0000,-8.0856,29.2749
7.600,20.0000,26.2348,1.5521,15.0000,-6.2348,29.8984
7.700,20.0000,24.1781,0.5300,15.0000,-4.1781,30.3162
7.800,20.0000,21.9675,-0.2784,15.0000,-1.9675,30.5129
7.900,20.0000,19.6573,-0.8602,25.0000,0.3427,30.5472
8.000,20.0000,17.6792,-0.2254,25.0000,2.3208,30.7793
8.100,20.0000,15.9192,0.5967,25.0000,4.0808,31.1874
